route_row_id,app,route,file,line,kind,snippet
desk-vite-front-route-564c8327,desk-vite,/convite/:*,apps/desk-vite/src/App.tsx,22,other,* Só `/entrar` e `/convite/:token` são públicas. O resto fica atrás de
desk-vite-front-route-564c8327,desk-vite,/convite/:*,apps/desk-vite/src/estilos/globais.css,2501,other,A ÚNICA tela pública do aplicativo: `/entrar` e `/convite/<token>`.
desk-vite-front-route-564c8327,desk-vite,/convite/:*,apps/gestao-vite/README.md,21,doc,"- Entrada: `/entrar`, `/convite/:token`"
desk-vite-front-route-6644331a,desk-vite,/entrar,apps/desk-vite/src/App.tsx,22,other,* Só `/entrar` e `/convite/:token` são públicas. O resto fica atrás de
desk-vite-front-route-6644331a,desk-vite,/entrar,apps/desk-vite/src/componentes/exigir-sessao.tsx,9,other,* Sem sessão vai para `/entrar` com o destino guardado. Enquanto a primeira
desk-vite-front-route-6644331a,desk-vite,/entrar,apps/desk-vite/src/componentes/exigir-sessao.tsx,25,redirect,return <Navigate to={`/entrar?destino=${encodeURIComponent(destino)}`} replace />;
desk-vite-front-route-6644331a,desk-vite,/entrar,apps/desk-vite/src/estilos/globais.css,2501,other,A ÚNICA tela pública do aplicativo: `/entrar` e `/convite/<token>`.
desk-vite-front-route-6644331a,desk-vite,/entrar,apps/desk-vite/src/paginas/convite.tsx,77,href,"<a className=""entrar-google"" href=""/entrar"">"
desk-vite-front-route-6644331a,desk-vite,/entrar,apps/gestao-vite/README.md,21,doc,"- Entrada: `/entrar`, `/convite/:token`"
gestao-vite-front-route-19642932,gestao-vite,/contrato/certificados,apps/gestao-vite/src/lib/certificados.ts,3,other,"* `/contrato/certificados` lê, e as regras dela."
gestao-vite-front-route-19642932,gestao-vite,/contrato/certificados,apps/gestao-vite/src/paginas/contrato/catalogo.ts,101,other,"rota: '/contrato/certificados',"
gestao-vite-front-route-cd1cbc6a,gestao-vite,/contrato/membros,apps/gestao-vite/src/paginas/contrato/acoes.ts,16,other,irPara(`/contrato/membros?erro=${encodeURIComponent(erro)}`);
gestao-vite-front-route-cd1cbc6a,gestao-vite,/contrato/membros,apps/gestao-vite/src/paginas/contrato/catalogo.ts,89,other,"rota: '/contrato/membros',"
gestao-vite-front-route-cd1cbc6a,gestao-vite,/contrato/membros,apps/gestao-vite/src/paginas/fluxo/equipe/equipe.tsx,11,other,"* Antes esta tela lia `/contrato/membros`: sem `fluxo_membro`, todo mundo com"
gestao-vite-front-route-cd1cbc6a,gestao-vite,/contrato/membros,apps/gestao-vite/src/paginas/fluxo/equipe/tela.tsx,203,other,"* `POST /v1/convites`, o mesmo de `/contrato/membros`, que devolve o link para"
gestao-vite-front-route-cd1cbc6a,gestao-vite,/contrato/membros,apps/gestao-vite/src/paginas/fluxo/equipe/tela.tsx,394,other,"* era a lista de `/contrato/membros` inteira, porque não havia RBAC por fluxo."
gestao-vite-front-route-c617878f,gestao-vite,/contrato,apps/gestao-vite/README.md,22,doc,"- Portal e conta: `/portal`, `/novidades`, `/contrato` (+ membros, certificados),"
gestao-vite-front-route-c617878f,gestao-vite,/contrato,apps/gestao-vite/src/componentes/barra-do-portal.tsx,70,link,"<Link className=""pt-painel"" href=""/contrato"">"
gestao-vite-front-route-c617878f,gestao-vite,/contrato,apps/gestao-vite/src/lib/contrato.ts,2,other,* O que o Painel do contrato (`/contrato`) lê e grava.
gestao-vite-front-route-c617878f,gestao-vite,/contrato,apps/gestao-vite/src/paginas/contrato/certificados/page.tsx,36,redirect,"if (!podeLer) return <Navigate to=""/contrato"" replace />;"
gestao-vite-front-route-c617878f,gestao-vite,/contrato,apps/gestao-vite/src/paginas/contrato/certificados/page.tsx,49,link,"<Link className=""cm-voltar"" href=""/contrato"" aria-label=""Voltar ao painel do contrato"">"
gestao-vite-front-route-c617878f,gestao-vite,/contrato,apps/gestao-vite/src/paginas/contrato/membros/page.tsx,49,redirect,"if (!podeLer) return <Navigate to=""/contrato"" replace />;"
gestao-vite-front-route-c617878f,gestao-vite,/contrato,apps/gestao-vite/src/paginas/contrato/membros/page.tsx,71,link,"<Link className=""mb-voltar"" href=""/contrato"" aria-label=""Voltar ao painel do contrato"">"
gestao-vite-front-route-c617878f,gestao-vite,/contrato,apps/gestao-vite/src/paginas/contrato/page.tsx,33,other,* inteira por cima. Por isso `/contrato` está na lista de casco próprio de
gestao-vite-front-route-c617878f,gestao-vite,/contrato,apps/gestao-vite/src/paginas/contrato/page.tsx,120,link,"<Link href=""/contrato"">Sair da prévia</Link>"
gestao-vite-front-route-c617878f,gestao-vite,/contrato,apps/gestao-vite/src/paginas/portal.tsx,444,href,"href=""/contrato"""
gestao-vite-front-route-a23916e8,gestao-vite,/convite/:*,apps/gestao-vite/README.md,21,doc,"- Entrada: `/entrar`, `/convite/:token`"
gestao-vite-front-route-a23916e8,gestao-vite,/convite/:*,apps/gestao-vite/src/estilos/globais.css,2925,other,A ÚNICA tela pública do aplicativo: `/entrar` e `/convite/<token>`.
gestao-vite-front-route-a23916e8,gestao-vite,/convite/:*,apps/gestao-vite/src/paginas/cadastros/atendentes-edicao.tsx,21,other,* convite (`/convite/:token`). Inventar um formulário que não grava nada
gestao-vite-front-route-dd7de629,gestao-vite,/criar/fluxo,apps/gestao-vite/README.md,23,doc,"`/minha-conta`, `/bem-vindo`, `/trocar-conta/sem-acesso`, `/criar/fluxo`,"
gestao-vite-front-route-dd7de629,gestao-vite,/criar/fluxo,apps/gestao-vite/src/paginas/criar/fluxo/acoes.ts,32,other,irPara(`/criar/fluxo?${busca}`);
gestao-vite-front-route-dd7de629,gestao-vite,/criar/fluxo,apps/gestao-vite/src/paginas/criar/fluxo/page.tsx,83,other,voltarPara={veioDoTemplate ? `/criar/fluxo?passo=template` : '/criar/fluxo'}
gestao-vite-front-route-dd7de629,gestao-vite,/criar/fluxo,apps/gestao-vite/src/paginas/criar/fluxo/page.tsx,130,link,"<Link className=""cf-cartao"" href=""/criar/fluxo?passo=template"">"
gestao-vite-front-route-dd7de629,gestao-vite,/criar/fluxo,apps/gestao-vite/src/paginas/criar/fluxo/page.tsx,142,link,"<Link className=""cf-cartao"" href=""/criar/fluxo?passo=nome"">"
gestao-vite-front-route-dd7de629,gestao-vite,/criar/fluxo,apps/gestao-vite/src/paginas/criar/fluxo/page.tsx,196,link,"<Link className=""btn cr-botao"" href=""/criar/fluxo"">"
gestao-vite-front-route-dd7de629,gestao-vite,/criar/fluxo,apps/gestao-vite/src/paginas/criar/fluxo/page.tsx,202,href,href={`/criar/fluxo?passo=nome&template=${TEMPLATE_PADRAO}`}
gestao-vite-front-route-dd7de629,gestao-vite,/criar/fluxo,apps/gestao-vite/src/paginas/criar/roteador/page.tsx,38,other,"* `/criar/fluxo`, entra antes no marketplace (`auth.application.create.marketplace`)"
gestao-vite-front-route-dd7de629,gestao-vite,/criar/fluxo,apps/gestao-vite/src/paginas/portal.tsx,363,link,"<Link className=""btn primario"" href=""/criar/fluxo"">"
gestao-vite-front-route-eb643a60,gestao-vite,/criar/roteador,apps/gestao-vite/README.md,24,doc,`/criar/roteador`
gestao-vite-front-route-eb643a60,gestao-vite,/criar/roteador,apps/gestao-vite/src/paginas/criar/roteador/acoes.ts,19,other,irPara(`/criar/roteador?${busca}`);
gestao-vite-front-route-eb643a60,gestao-vite,/criar/roteador,apps/gestao-vite/src/paginas/criar/roteador/page.tsx,68,other,"voltarPara=""/criar/roteador"""
gestao-vite-front-route-eb643a60,gestao-vite,/criar/roteador,apps/gestao-vite/src/paginas/criar/roteador/page.tsx,132,link,"<Link className=""btn primario cr-botao"" href=""/criar/roteador?passo=nome"">"
gestao-vite-front-route-eb643a60,gestao-vite,/criar/roteador,apps/gestao-vite/src/paginas/portal.tsx,359,link,"<Link className=""btn"" href=""/criar/roteador"">"
gestao-vite-front-route-c557ff05,gestao-vite,/entrar,apps/gestao-vite/README.md,21,doc,"- Entrada: `/entrar`, `/convite/:token`"
gestao-vite-front-route-c557ff05,gestao-vite,/entrar,apps/gestao-vite/src/App.tsx,252,other,* Só `/entrar` é pública. O resto fica atrás de `ExigirSessao`.
gestao-vite-front-route-c557ff05,gestao-vite,/entrar,apps/gestao-vite/src/componentes/exigir-sessao.tsx,7,other,* Sem sessão vai para `/entrar` com o destino guardado; conta que ainda não
gestao-vite-front-route-c557ff05,gestao-vite,/entrar,apps/gestao-vite/src/componentes/exigir-sessao.tsx,21,redirect,return <Navigate to={`/entrar?destino=${encodeURIComponent(destino)}`} replace />;
gestao-vite-front-route-c557ff05,gestao-vite,/entrar,apps/gestao-vite/src/estilos/globais.css,2925,other,A ÚNICA tela pública do aplicativo: `/entrar` e `/convite/<token>`.
gestao-vite-front-route-c557ff05,gestao-vite,/entrar,apps/gestao-vite/src/lib/casca.ts,71,other,"navegar('/entrar', { replace: true });"
gestao-vite-front-route-c557ff05,gestao-vite,/entrar,apps/gestao-vite/src/paginas/bem-vindo/page.tsx,27,redirect,"if (leitura.error) return <Navigate to=""/entrar"" replace />;"
gestao-vite-front-route-c557ff05,gestao-vite,/entrar,apps/gestao-vite/src/paginas/convite/page.tsx,77,href,"<a className=""entrar-google"" href=""/entrar"">"
gestao-vite-front-route-c557ff05,gestao-vite,/entrar,apps/gestao-vite/src/paginas/minha-conta/page.tsx,78,redirect,"if (leitura.error) return <Navigate to=""/entrar"" replace />;"
gestao-vite-front-route-2656f208,gestao-vite,/fluxo/:*/analise/dashboard,apps/gestao-vite/src/paginas/fluxo/analise/dashboard/dashboard.tsx,26,other,"`/v1/gestao/fluxos/${contato.id}/analise/dashboard?${q.toString()}`,"
gestao-vite-front-route-11dd1d7e,gestao-vite,/fluxo/:*/analise/dicionario-de-dados,apps/gestao-vite/src/paginas/fluxo/analise/dashboard/tela.tsx,1113,other,"const dicionario = `${baseDoContato(p.dados.roteador ? 'roteador' : 'fluxo', p.id)}/analise/dicionario-de-dados?path=dashboard:listOfBlocks`;"
gestao-vite-front-route-269d352b,gestao-vite,/fluxo/:*/analise/gerenciador-de-relatorios,apps/gestao-vite/src/paginas/operacao/relatorios-atendimento.tsx,183,other,"const gerenciador = `${baseDoContato(contato.tipo, contato.id)}/analise/gerenciador-de-relatorios`;"
gestao-vite-front-route-d922cb9e,gestao-vite,/fluxo/:*/analise/jornada,apps/gestao-vite/src/paginas/fluxo/analise/jornada/pagina.tsx,35,other,"`/v1/gestao/fluxos/${contato.id}/analise/jornada?${q.toString()}`,"
gestao-vite-front-route-d249f602,gestao-vite,/fluxo/:*/analise/mensagens-ativas,apps/gestao-vite/src/paginas/fluxo/analise/mensagens-ativas/pagina.tsx,47,other,"`/v1/gestao/fluxos/${contato.id}/analise/mensagens-ativas?${q.toString()}`,"
gestao-vite-front-route-d67999e8,gestao-vite,/fluxo/:*/analise/relatorios,apps/gestao-vite/src/paginas/fluxo/analise/relatorios/pagina.tsx,16,other,"`/v1/gestao/fluxos/${contato.id}/analise/relatorios`,"
gestao-vite-front-route-2aac04c3,gestao-vite,/fluxo/:*/analise/visao-geral,apps/gestao-vite/src/paginas/fluxo/analise/visao-geral/pagina.tsx,30,other,"`/v1/gestao/fluxos/${contato.id}/analise/visao-geral?${q.toString()}`,"
gestao-vite-front-route-62c64f71,gestao-vite,/fluxo/:*/analise,apps/gestao-vite/src/paginas/fluxo/analise/analise.css,1,other,/* ============================== a Análise do contato (`/fluxo/{id}/analise`)
gestao-vite-front-route-62c64f71,gestao-vite,/fluxo/:*/analise,apps/gestao-vite/src/paginas/fluxo/analise/casca.tsx,32,other,"base={`${baseDoContato(contato.tipo, id)}/analise`}"
