file,line,kind,token,snippet,category,exception_ref
apps/api/tests/contrato.test.ts,560,identifier,entrega,"async function entregaPendente(cenario: Cenario, url: string): Promise<string> {",,
apps/api/tests/contrato.test.ts,561,sql-name,eventos,const { rows: webhooks } = await cenario.dono.execute<{ id: string }>(sql`,,
apps/api/tests/contrato.test.ts,561,sql-name,mensagem,const { rows: webhooks } = await cenario.dono.execute<{ id: string }>(sql`,,
apps/api/tests/contrato.test.ts,561,sql-name,saida,const { rows: webhooks } = await cenario.dono.execute<{ id: string }>(sql`,,
apps/api/tests/contrato.test.ts,561,sql-name,segredo,const { rows: webhooks } = await cenario.dono.execute<{ id: string }>(sql`,,
apps/api/tests/contrato.test.ts,561,sql-name,teste,const { rows: webhooks } = await cenario.dono.execute<{ id: string }>(sql`,,
apps/api/tests/contrato.test.ts,566,sql-name,entrega,const { rows } = await cenario.dono.execute<{ id: string }>(sql`,,
apps/api/tests/contrato.test.ts,566,sql-name,estado,const { rows } = await cenario.dono.execute<{ id: string }>(sql`,,
apps/api/tests/contrato.test.ts,566,sql-name,evento,const { rows } = await cenario.dono.execute<{ id: string }>(sql`,,
apps/api/tests/contrato.test.ts,566,sql-name,mensagem,const { rows } = await cenario.dono.execute<{ id: string }>(sql`,,
apps/api/tests/contrato.test.ts,575,identifier,opcoes,type OpcoesDoAgente = { pfx?: Buffer; passphrase?: string };,,
apps/api/tests/contrato.test.ts,577,string-literal,saida,"describe('mTLS na saída (webhooks)', () => {",,
apps/api/tests/contrato.test.ts,578,identifier,opcoes,const chamadasHttps: Array<{ url: string; opcoes: https.RequestOptions }> = [];,,
apps/api/tests/contrato.test.ts,593,identifier,opcoes,"opcoes: https.RequestOptions,",,
apps/api/tests/contrato.test.ts,596,identifier,opcoes,"chamadasHttps.push({ url: String(url), opcoes });",,
apps/api/tests/contrato.test.ts,599,identifier,codificacao,"const pedido = new Writable({ write: (_pedaco, _codificacao, fim) => fim() });",,
apps/api/tests/contrato.test.ts,599,identifier,pedido,"const pedido = new Writable({ write: (_pedaco, _codificacao, fim) => fim() });",,
apps/api/tests/contrato.test.ts,607,identifier,verdade,const fetchDeVerdade = fetch;,,
apps/api/tests/contrato.test.ts,625,string-literal,carrega,"it('host com certificado: a entrega sai por https com o agente que carrega o .pfx', async () => {",,
apps/api/tests/contrato.test.ts,625,string-literal,com,"it('host com certificado: a entrega sai por https com o agente que carrega o .pfx', async () => {",,
apps/api/tests/contrato.test.ts,625,string-literal,entrega,"it('host com certificado: a entrega sai por https com o agente que carrega o .pfx', async () => {",,
apps/api/tests/contrato.test.ts,625,string-literal,por,"it('host com certificado: a entrega sai por https com o agente que carrega o .pfx', async () => {",,
apps/api/tests/contrato.test.ts,625,string-literal,sai,"it('host com certificado: a entrega sai por https com o agente que carrega o .pfx', async () => {",,
apps/api/tests/contrato.test.ts,635,identifier,primeira,"const primeira = await entregaPendente(a, `${HOST_COM_CERTIFICADO}/hook`);",,
apps/api/tests/contrato.test.ts,640,identifier,estado,"expect(resultados.find((r) => r.id === primeira)).toEqual({ id: primeira, estado: 'entregue' });",,
apps/api/tests/contrato.test.ts,641,identifier,estado,"expect(resultados.find((r) => r.id === segunda)).toEqual({ id: segunda, estado: 'entregue' });",,
apps/api/tests/contrato.test.ts,646,identifier,dois,const dois = chamadasHttps.find((c) => c.url === `${HOST_COM_CERTIFICADO}:443/outro-caminho`);,,
apps/api/tests/contrato.test.ts,656,identifier,opcoes,const opcoes = (agente as unknown as { options: OpcoesDoAgente }).options;,,
apps/api/tests/contrato.test.ts,664,string-literal,pelo,"it('host sem certificado segue pelo fetch normal', async () => {",,
apps/api/tests/contrato.test.ts,664,string-literal,segue,"it('host sem certificado segue pelo fetch normal', async () => {",,
apps/api/tests/contrato.test.ts,664,string-literal,sem,"it('host sem certificado segue pelo fetch normal', async () => {",,
apps/api/tests/contrato.test.ts,665,comment,,"const url = `https://sem-certificado.exemplo.com.br/hook-${randomUUID().slice(0, 6)}`;",,
apps/api/tests/contrato.test.ts,666,identifier,entrega,"const entregaId = await entregaPendente(a, url);",,
apps/api/tests/contrato.test.ts,670,identifier,estado,"expect(resultados.find((r) => r.id === entregaId)).toEqual({ id: entregaId, estado: 'entregue' });",,
apps/api/tests/contrato.test.ts,675,string-literal,entregas,"it('isolamento: o certificado de A não é apresentado nas entregas de B para o mesmo host', async () => {",,
apps/api/tests/contrato.test.ts,675,string-literal,isolamento,"it('isolamento: o certificado de A não é apresentado nas entregas de B para o mesmo host', async () => {",,
apps/api/tests/contrato.test.ts,675,string-literal,nao,"it('isolamento: o certificado de A não é apresentado nas entregas de B para o mesmo host', async () => {",,
apps/api/tests/contrato.test.ts,675,string-literal,para,"it('isolamento: o certificado de A não é apresentado nas entregas de B para o mesmo host', async () => {",,
apps/api/tests/contrato.test.ts,677,identifier,entrega,"const entregaId = await entregaPendente(b, url);",,
apps/api/tests/contrato.test.ts,681,identifier,estado,"expect(resultados.find((r) => r.id === entregaId)).toEqual({ id: entregaId, estado: 'entregue' });",,
apps/api/tests/contrato.test.ts,686,string-literal,ele,"it('excluir o certificado invalida o cache: a entrega seguinte vai sem ele', async () => {",,
apps/api/tests/contrato.test.ts,686,string-literal,entrega,"it('excluir o certificado invalida o cache: a entrega seguinte vai sem ele', async () => {",,
apps/api/tests/contrato.test.ts,686,string-literal,sem,"it('excluir o certificado invalida o cache: a entrega seguinte vai sem ele', async () => {",,
apps/api/tests/contrato.test.ts,686,string-literal,vai,"it('excluir o certificado invalida o cache: a entrega seguinte vai sem ele', async () => {",,
apps/api/tests/contrato.test.ts,695,identifier,entrega,"const entregaId = await entregaPendente(a, url);",,
apps/api/tests/contrato.test.ts,699,identifier,estado,"expect(resultados.find((r) => r.id === entregaId)).toEqual({ id: entregaId, estado: 'entregue' });",,
apps/api/tests/conversa-eventos.test.ts,1,path,conversa,apps/api/tests/conversa-eventos.test.ts,,
apps/api/tests/conversa-eventos.test.ts,1,path,eventos,apps/api/tests/conversa-eventos.test.ts,,
apps/api/tests/conversa-eventos.test.ts,11,identifier,criar,"const { NOME_DO_COOKIE, criarToken } = await import('@pipe/autenticacao');",,
apps/api/tests/conversa-eventos.test.ts,12,identifier,subir,const { subirApi } = await import('../src/servidor.js');,,
apps/api/tests/conversa-eventos.test.ts,32,identifier,etiqueta,let etiquetaId: string;,,
apps/api/tests/conversa-eventos.test.ts,33,identifier,contato,let contatoId: string;,,
apps/api/tests/conversa-eventos.test.ts,34,identifier,atendente,let outroAtendenteId: string;,,
apps/api/tests/conversa-eventos.test.ts,41,sql-name,atendente,await cenario.dono.execute(sql`,,
apps/api/tests/conversa-eventos.test.ts,41,sql-name,sessao,await cenario.dono.execute(sql`,,
apps/api/tests/conversa-eventos.test.ts,41,sql-name,usuario,await cenario.dono.execute(sql`,,
apps/api/tests/conversa-eventos.test.ts,47,sql-name,encerramento,const { rows: e } = await cenario.dono.execute<{ id: string }>(sql`,,
apps/api/tests/conversa-eventos.test.ts,47,sql-name,etiqueta,const { rows: e } = await cenario.dono.execute<{ id: string }>(sql`,,
apps/api/tests/conversa-eventos.test.ts,53,sql-name,contato,const { rows: c } = await cenario.dono.execute<{ id: string }>(sql`,,
apps/api/tests/conversa-eventos.test.ts,53,sql-name,eventos,const { rows: c } = await cenario.dono.execute<{ id: string }>(sql`,,
apps/api/tests/conversa-eventos.test.ts,60,sql-name,colega,const { rows: o } = await cenario.dono.execute<{ id: string }>(sql`,,
apps/api/tests/conversa-eventos.test.ts,60,sql-name,slice,const { rows: o } = await cenario.dono.execute<{ id: string }>(sql`,,
apps/api/tests/conversa-eventos.test.ts,60,sql-name,usuario,const { rows: o } = await cenario.dono.execute<{ id: string }>(sql`,,
apps/api/tests/conversa-eventos.test.ts,73,identifier,conversa,async function novaConversa(,,
apps/api/tests/conversa-eventos.test.ts,74,identifier,estado,"estado: string,",,
apps/api/tests/conversa-eventos.test.ts,75,identifier,atendente,"atendenteId: string | null = cenario.atendenteId,",,
apps/api/tests/conversa-eventos.test.ts,77,sql-name,atendente,const { rows } = await cenario.dono.execute<{ id: string }>(sql`,,
apps/api/tests/conversa-eventos.test.ts,77,sql-name,contato,const { rows } = await cenario.dono.execute<{ id: string }>(sql`,,
apps/api/tests/conversa-eventos.test.ts,77,sql-name,conversa,const { rows } = await cenario.dono.execute<{ id: string }>(sql`,,
apps/api/tests/conversa-eventos.test.ts,77,sql-name,desde,const { rows } = await cenario.dono.execute<{ id: string }>(sql`,,
apps/api/tests/conversa-eventos.test.ts,77,sql-name,estado,const { rows } = await cenario.dono.execute<{ id: string }>(sql`,,
apps/api/tests/conversa-eventos.test.ts,77,sql-name,fila,const { rows } = await cenario.dono.execute<{ id: string }>(sql`,,
apps/api/tests/conversa-eventos.test.ts,77,sql-name,janela,const { rows } = await cenario.dono.execute<{ id: string }>(sql`,,
apps/api/tests/conversa-eventos.test.ts,92,identifier,chamar,"function chamar(caminho: string, corpo?: unknown): Promise<Response> {",,
apps/api/tests/conversa-eventos.test.ts,100,identifier,conversa,async function eventosDe(conversaId: string): Promise<string[]> {,,
apps/api/tests/conversa-eventos.test.ts,100,identifier,eventos,async function eventosDe(conversaId: string): Promise<string[]> {,,
apps/api/tests/conversa-eventos.test.ts,101,sql-name,atendimento,const { rows } = await cenario.dono.execute<{ tipo: string }>(sql`,,
apps/api/tests/conversa-eventos.test.ts,101,sql-name,conversa,const { rows } = await cenario.dono.execute<{ tipo: string }>(sql`,,
apps/api/tests/conversa-eventos.test.ts,101,sql-name,evento,const { rows } = await cenario.dono.execute<{ tipo: string }>(sql`,,
apps/api/tests/conversa-eventos.test.ts,107,string-literal,conversa,"describe('encerrar conversa', () => {",,
apps/api/tests/conversa-eventos.test.ts,108,string-literal,ele,"it('grava o evento `encerrada` — sem ele o relatório não sabe que fechou', async () => {",,
apps/api/tests/conversa-eventos.test.ts,108,string-literal,evento,"it('grava o evento `encerrada` — sem ele o relatório não sabe que fechou', async () => {",,
apps/api/tests/conversa-eventos.test.ts,108,string-literal,grava,"it('grava o evento `encerrada` — sem ele o relatório não sabe que fechou', async () => {",,
apps/api/tests/conversa-eventos.test.ts,108,string-literal,nao,"it('grava o evento `encerrada` — sem ele o relatório não sabe que fechou', async () => {",,
apps/api/tests/conversa-eventos.test.ts,108,string-literal,relatorio,"it('grava o evento `encerrada` — sem ele o relatório não sabe que fechou', async () => {",,
apps/api/tests/conversa-eventos.test.ts,108,string-literal,sem,"it('grava o evento `encerrada` — sem ele o relatório não sabe que fechou', async () => {",,
apps/api/tests/conversa-eventos.test.ts,111,identifier,etiqueta,"const resposta = await chamar(`/v1/conversas/${id}/encerrar`, { etiqueta_id: etiquetaId });",,
apps/api/tests/conversa-eventos.test.ts,117,string-literal,com,"it('carimba quem encerrou e com que etiqueta, nos dados do evento', async () => {",,
apps/api/tests/conversa-eventos.test.ts,117,string-literal,dados,"it('carimba quem encerrou e com que etiqueta, nos dados do evento', async () => {",,
apps/api/tests/conversa-eventos.test.ts,117,string-literal,etiqueta,"it('carimba quem encerrou e com que etiqueta, nos dados do evento', async () => {",,
apps/api/tests/conversa-eventos.test.ts,117,string-literal,evento,"it('carimba quem encerrou e com que etiqueta, nos dados do evento', async () => {",,
apps/api/tests/conversa-eventos.test.ts,117,string-literal,nos,"it('carimba quem encerrou e com que etiqueta, nos dados do evento', async () => {",,
apps/api/tests/conversa-eventos.test.ts,117,string-literal,quem,"it('carimba quem encerrou e com que etiqueta, nos dados do evento', async () => {",,
apps/api/tests/conversa-eventos.test.ts,120,identifier,etiqueta,"await chamar(`/v1/conversas/${id}/encerrar`, { etiqueta_id: etiquetaId });",,
apps/api/tests/conversa-eventos.test.ts,122,identifier,dados,"const { rows } = await cenario.dono.execute<{ usuario_id: string; dados: Record<string, string> }>(sql`",,
apps/api/tests/conversa-eventos.test.ts,122,identifier,usuario,"const { rows } = await cenario.dono.execute<{ usuario_id: string; dados: Record<string, string> }>(sql`",,
apps/api/tests/conversa-eventos.test.ts,122,sql-name,atendimento,"const { rows } = await cenario.dono.execute<{ usuario_id: string; dados: Record<string, string> }>(sql`",,
apps/api/tests/conversa-eventos.test.ts,122,sql-name,conversa,"const { rows } = await cenario.dono.execute<{ usuario_id: string; dados: Record<string, string> }>(sql`",,
apps/api/tests/conversa-eventos.test.ts,122,sql-name,dados,"const { rows } = await cenario.dono.execute<{ usuario_id: string; dados: Record<string, string> }>(sql`",,
apps/api/tests/conversa-eventos.test.ts,122,sql-name,evento,"const { rows } = await cenario.dono.execute<{ usuario_id: string; dados: Record<string, string> }>(sql`",,
apps/api/tests/conversa-eventos.test.ts,122,sql-name,usuario,"const { rows } = await cenario.dono.execute<{ usuario_id: string; dados: Record<string, string> }>(sql`",,
apps/api/tests/conversa-eventos.test.ts,131,string-literal,como,"it('grava todas as tags escolhidas e mantém a primeira como motivo do evento legado', async () => {",,
apps/api/tests/conversa-eventos.test.ts,131,string-literal,evento,"it('grava todas as tags escolhidas e mantém a primeira como motivo do evento legado', async () => {",,
apps/api/tests/conversa-eventos.test.ts,131,string-literal,grava,"it('grava todas as tags escolhidas e mantém a primeira como motivo do evento legado', async () => {",,
apps/api/tests/conversa-eventos.test.ts,131,string-literal,legado,"it('grava todas as tags escolhidas e mantém a primeira como motivo do evento legado', async () => {",,
apps/api/tests/conversa-eventos.test.ts,131,string-literal,primeira,"it('grava todas as tags escolhidas e mantém a primeira como motivo do evento legado', async () => {",,
apps/api/tests/conversa-eventos.test.ts,133,sql-name,etiqueta,const { rows } = await cenario.dono.execute<{ id: string }>(sql`,,
apps/api/tests/conversa-eventos.test.ts,137,identifier,etiqueta,"etiqueta_ids: [etiquetaId, rows[0]!.id],",,
apps/api/tests/conversa-eventos.test.ts,140,sql-name,conversa,const { rows: associadas } = await cenario.dono.execute<{ nome: string }>(sql`,,
apps/api/tests/conversa-eventos.test.ts,140,sql-name,etiqueta,const { rows: associadas } = await cenario.dono.execute<{ nome: string }>(sql`,,
apps/api/tests/conversa-eventos.test.ts,144,identifier,etiqueta,"expect(associadas.map((etiqueta) => etiqueta.nome)).toEqual(['Dúvida', 'Resolvido']);",,
apps/api/tests/conversa-eventos.test.ts,147,string-literal,conversa,"it('exige etiqueta: conversa fechada sem motivo não explica nada depois', async () => {",,
apps/api/tests/conversa-eventos.test.ts,147,string-literal,depois,"it('exige etiqueta: conversa fechada sem motivo não explica nada depois', async () => {",,
apps/api/tests/conversa-eventos.test.ts,147,string-literal,etiqueta,"it('exige etiqueta: conversa fechada sem motivo não explica nada depois', async () => {",,
apps/api/tests/conversa-eventos.test.ts,147,string-literal,fechada,"it('exige etiqueta: conversa fechada sem motivo não explica nada depois', async () => {",,
apps/api/tests/conversa-eventos.test.ts,147,string-literal,nada,"it('exige etiqueta: conversa fechada sem motivo não explica nada depois', async () => {",,
apps/api/tests/conversa-eventos.test.ts,147,string-literal,nao,"it('exige etiqueta: conversa fechada sem motivo não explica nada depois', async () => {",,
apps/api/tests/conversa-eventos.test.ts,147,string-literal,sem,"it('exige etiqueta: conversa fechada sem motivo não explica nada depois', async () => {",,
apps/api/tests/conversa-eventos.test.ts,154,string-literal,antes,"it('fecha a espera em aberto antes de encerrar, senão o pausado some do esforço', async () => {",,
apps/api/tests/conversa-eventos.test.ts,154,string-literal,esforco,"it('fecha a espera em aberto antes de encerrar, senão o pausado some do esforço', async () => {",,
apps/api/tests/conversa-eventos.test.ts,154,string-literal,fecha,"it('fecha a espera em aberto antes de encerrar, senão o pausado some do esforço', async () => {",,
apps/api/tests/conversa-eventos.test.ts,157,identifier,etiqueta,"await chamar(`/v1/conversas/${id}/encerrar`, { etiqueta_id: etiquetaId });",,
apps/api/tests/conversa-eventos.test.ts,159,identifier,eventos,const eventos = await eventosDe(id);,,
apps/api/tests/conversa-eventos.test.ts,163,sql-name,conversa,"sql`select pausado_seg from conversa where id = ${id}::uuid`,",,
apps/api/tests/conversa-eventos.test.ts,168,string-literal,esta,"it('recusa transição inválida — encerrar o que já está encerrado', async () => {",,
apps/api/tests/conversa-eventos.test.ts,168,string-literal,transicao,"it('recusa transição inválida — encerrar o que já está encerrado', async () => {",,
apps/api/tests/conversa-eventos.test.ts,170,identifier,etiqueta,"const resposta = await chamar(`/v1/conversas/${id}/encerrar`, { etiqueta_id: etiquetaId });",,
apps/api/tests/conversa-eventos.test.ts,174,string-literal,atendente,"it('recusa conversa de outro atendente', async () => {",,
apps/api/tests/conversa-eventos.test.ts,174,string-literal,conversa,"it('recusa conversa de outro atendente', async () => {",,
apps/api/tests/conversa-eventos.test.ts,176,identifier,etiqueta,"const resposta = await chamar(`/v1/conversas/${id}/encerrar`, { etiqueta_id: etiquetaId });",,
apps/api/tests/conversa-eventos.test.ts,181,string-literal,atendente,"it('permite ao supervisor encerrar conversa de outro atendente', async () => {",,
apps/api/tests/conversa-eventos.test.ts,181,string-literal,conversa,"it('permite ao supervisor encerrar conversa de outro atendente', async () => {",,
apps/api/tests/conversa-eventos.test.ts,181,string-literal,permite,"it('permite ao supervisor encerrar conversa de outro atendente', async () => {",,
apps/api/tests/conversa-eventos.test.ts,182,sql-name,papel,const { rows: p } = await cenario.dono.execute<{ id: string }>(sql`,,
apps/api/tests/conversa-eventos.test.ts,182,sql-name,slice,const { rows: p } = await cenario.dono.execute<{ id: string }>(sql`,,
apps/api/tests/conversa-eventos.test.ts,186,identifier,papel,const papelId = p[0]!.id;,,
apps/api/tests/conversa-eventos.test.ts,187,sql-name,codigo,await cenario.dono.execute(sql`,,
apps/api/tests/conversa-eventos.test.ts,187,sql-name,conversa,await cenario.dono.execute(sql`,,
apps/api/tests/conversa-eventos.test.ts,187,sql-name,papel,await cenario.dono.execute(sql`,,
apps/api/tests/conversa-eventos.test.ts,187,sql-name,permissao,await cenario.dono.execute(sql`,,
apps/api/tests/conversa-eventos.test.ts,191,sql-name,atendente,await cenario.dono.execute(sql`,,
apps/api/tests/conversa-eventos.test.ts,191,sql-name,papel,await cenario.dono.execute(sql`,,
apps/api/tests/conversa-eventos.test.ts,191,sql-name,usuario,await cenario.dono.execute(sql`,,
apps/api/tests/conversa-eventos.test.ts,197,identifier,etiqueta,"expect((await chamar(`/v1/conversas/${id}/encerrar`, { etiqueta_id: etiquetaId })).status).toBe(201);",,
apps/api/tests/conversa-eventos.test.ts,203,string-literal,entrar,"it('entrar em espera grava `espera_iniciada`', async () => {",,
apps/api/tests/conversa-eventos.test.ts,203,string-literal,grava,"it('entrar em espera grava `espera_iniciada`', async () => {",,
apps/api/tests/conversa-eventos.test.ts,203,string-literal,iniciada,"it('entrar em espera grava `espera_iniciada`', async () => {",,
apps/api/tests/conversa-eventos.test.ts,209,identifier,estado,expect(((await resposta.json()) as { estado: string }).estado).toBe('em_espera');,,
apps/api/tests/conversa-eventos.test.ts,213,string-literal,com,"it('sair da espera grava `espera_encerrada` com os segundos pausados', async () => {",,
apps/api/tests/conversa-eventos.test.ts,213,string-literal,grava,"it('sair da espera grava `espera_encerrada` com os segundos pausados', async () => {",,
apps/api/tests/conversa-eventos.test.ts,217,identifier,estado,const corpo = (await resposta.json()) as { estado: string; pausado_seg: number };,,
apps/api/tests/conversa-eventos.test.ts,222,identifier,dados,"const { rows } = await cenario.dono.execute<{ dados: Record<string, number> }>(sql`",,
apps/api/tests/conversa-eventos.test.ts,222,sql-name,atendimento,"const { rows } = await cenario.dono.execute<{ dados: Record<string, number> }>(sql`",,
apps/api/tests/conversa-eventos.test.ts,222,sql-name,conversa,"const { rows } = await cenario.dono.execute<{ dados: Record<string, number> }>(sql`",,
apps/api/tests/conversa-eventos.test.ts,222,sql-name,dados,"const { rows } = await cenario.dono.execute<{ dados: Record<string, number> }>(sql`",,
apps/api/tests/conversa-eventos.test.ts,222,sql-name,evento,"const { rows } = await cenario.dono.execute<{ dados: Record<string, number> }>(sql`",,
apps/api/tests/conversa-eventos.test.ts,229,string-literal,conversa,"it('ida e volta deixam o par de eventos, e o acumulado na conversa', async () => {",,
apps/api/tests/conversa-eventos.test.ts,229,string-literal,eventos,"it('ida e volta deixam o par de eventos, e o acumulado na conversa', async () => {",,
apps/api/tests/conversa-eventos.test.ts,229,string-literal,volta,"it('ida e volta deixam o par de eventos, e o acumulado na conversa', async () => {",,
apps/api/tests/conversa-eventos.test.ts,235,identifier,eventos,const eventos = await eventosDe(id);,,
apps/api/tests/conversa-eventos.test.ts,240,string-literal,atendente,"it('recusa conversa de outro atendente', async () => {",,
apps/api/tests/conversa-eventos.test.ts,240,string-literal,conversa,"it('recusa conversa de outro atendente', async () => {",,
apps/api/tests/convites.test.ts,1,path,convites,apps/api/tests/convites.test.ts,,
apps/api/tests/convites.test.ts,5,comment,,// O modo tem que ser decidido antes de qualquer import que leia a variável.,,
apps/api/tests/convites.test.ts,17,identifier,criar,"const { NOME_DO_COOKIE, criarToken, hashDoToken } = await import('@pipe/autenticacao');",,
apps/api/tests/convites.test.ts,18,identifier,subir,const { subirApi } = await import('../src/servidor.js');,,
apps/api/tests/convites.test.ts,19,identifier,convite,"const { aceitarConvite, criarConvite, lerConvite } = await import('../src/dominio/convites.js');",,
apps/api/tests/convites.test.ts,19,identifier,criar,"const { aceitarConvite, criarConvite, lerConvite } = await import('../src/dominio/convites.js');",,
apps/api/tests/convites.test.ts,19,identifier,ler,"const { aceitarConvite, criarConvite, lerConvite } = await import('../src/dominio/convites.js');",,
apps/api/tests/convites.test.ts,20,identifier,dominio,"const { normalizarDominio, registrarDominio, verificarDominio } =",,
apps/api/tests/convites.test.ts,20,identifier,normalizar,"const { normalizarDominio, registrarDominio, verificarDominio } =",,
apps/api/tests/convites.test.ts,20,identifier,verificar,"const { normalizarDominio, registrarDominio, verificarDominio } =",,
apps/api/tests/convites.test.ts,22,identifier,como,"const { comoEntrar, provisionarCliente } = await import('../src/provisionar.js');",,
apps/api/tests/convites.test.ts,22,identifier,entrar,"const { comoEntrar, provisionarCliente } = await import('../src/provisionar.js');",,
apps/api/tests/convites.test.ts,22,identifier,provisionar,"const { comoEntrar, provisionarCliente } = await import('../src/provisionar.js');",,
apps/api/tests/convites.test.ts,23,identifier,codigo,const { codigoDaRecusa } = await import('../src/controladores/entrar.js');,,
apps/api/tests/convites.test.ts,24,identifier,erro,const { ErroPipe } = await import('../src/erros.js');,,
apps/api/tests/convites.test.ts,30,comment,,/**,,
apps/api/tests/convites.test.ts,48,comment,,/** Sessão de quem administra o tenant A: tem `conta.membros.escrever` e `tenant.configurar`. */,,
apps/api/tests/convites.test.ts,49,identifier,sessao,let sessaoAdmin: string;,,
apps/api/tests/convites.test.ts,50,comment,,/** Sessão de quem só atende: prova que a permissão é conferida de verdade. */,,
apps/api/tests/convites.test.ts,51,identifier,sem,let sessaoSemPoder: string;,,
apps/api/tests/convites.test.ts,51,identifier,sessao,let sessaoSemPoder: string;,,
apps/api/tests/convites.test.ts,53,identifier,permissoes,"const PERMISSOES_DO_ADMIN = ['conta.membros.escrever', 'usuario.gerenciar', 'tenant.configurar'];",,
apps/api/tests/convites.test.ts,55,identifier,semear,async function semearPapeis(,,
apps/api/tests/convites.test.ts,58,identifier,permissoes,"permissoes: string[],",,
apps/api/tests/convites.test.ts,59,identifier,escopo,"escopo: 'conta' | 'atendimento' = 'atendimento',",,
apps/api/tests/convites.test.ts,59,literal-value,atendimento,"escopo: 'conta' | 'atendimento' = 'atendimento',",,
apps/api/tests/convites.test.ts,59,literal-value,conta,"escopo: 'conta' | 'atendimento' = 'atendimento',",,
apps/api/tests/convites.test.ts,62,identifier,codigo,for (const codigo of permissoes) {,,
apps/api/tests/convites.test.ts,63,sql-name,codigo,await dono.execute(sql`,,
apps/api/tests/convites.test.ts,63,sql-name,descricao,await dono.execute(sql`,,
apps/api/tests/convites.test.ts,63,sql-name,grupo,await dono.execute(sql`,,
apps/api/tests/convites.test.ts,63,sql-name,permissao,await dono.execute(sql`,,
apps/api/tests/convites.test.ts,63,sql-name,teste,await dono.execute(sql`,,
apps/api/tests/convites.test.ts,68,sql-name,escopo,const { rows } = await dono.execute<{ id: string }>(sql`,,
apps/api/tests/convites.test.ts,68,sql-name,papel,const { rows } = await dono.execute<{ id: string }>(sql`,,
apps/api/tests/convites.test.ts,72,identifier,papel,const papelId = rows[0]!.id;,,
apps/api/tests/convites.test.ts,73,identifier,codigo,for (const codigo of permissoes) {,,
apps/api/tests/convites.test.ts,74,sql-name,codigo,await dono.execute(sql`,,
apps/api/tests/convites.test.ts,74,sql-name,papel,await dono.execute(sql`,,
apps/api/tests/convites.test.ts,74,sql-name,permissao,await dono.execute(sql`,,
apps/api/tests/convites.test.ts,83,identifier,sessao,async function abrirSessao(cenario: Cenario): Promise<string> {,,
apps/api/tests/convites.test.ts,85,sql-name,atendente,await cenario.dono.execute(sql`,,
apps/api/tests/convites.test.ts,85,sql-name,sessao,await cenario.dono.execute(sql`,,
apps/api/tests/convites.test.ts,85,sql-name,usuario,await cenario.dono.execute(sql`,,
apps/api/tests/convites.test.ts,92,identifier,com,"function comCookie(token: string): Record<string, string> {",,
apps/api/tests/convites.test.ts,96,identifier,sujeito,"function pessoaDoGoogle(email: string, sujeito = randomUUID()) {",,
apps/api/tests/convites.test.ts,98,identifier,emissor,"emissor: 'https://accounts.google.com',",,
apps/api/tests/convites.test.ts,99,identifier,sujeito,"sujeito,",,
apps/api/tests/convites.test.ts,101,identifier,verificado,"emailVerificado: true,",,
apps/api/tests/convites.test.ts,111,identifier,papel,"const papelAdmin = await semearPapeis(a, 'Administrador e2e', PERMISSOES_DO_ADMIN);",,
apps/api/tests/convites.test.ts,112,sql-name,atendente,await a.dono.execute(sql`,,
apps/api/tests/convites.test.ts,112,sql-name,papel,await a.dono.execute(sql`,,
apps/api/tests/convites.test.ts,112,sql-name,usuario,await a.dono.execute(sql`,,
apps/api/tests/convites.test.ts,139,identifier,papel,"async function convidar(email: string, papel = 'guest'): Promise<string> {",,
apps/api/tests/convites.test.ts,140,identifier,convite,"const convite = await criarConvite(a.tenantId, { email, papel });",,
apps/api/tests/convites.test.ts,140,identifier,papel,"const convite = await criarConvite(a.tenantId, { email, papel });",,
apps/api/tests/convites.test.ts,144,string-literal,convites,"describe('POST /v1/convites', () => {",,
apps/api/tests/convites.test.ts,145,string-literal,banco,"it('cria o convite e devolve o link — e o banco só guarda o hash', async () => {",,
apps/api/tests/convites.test.ts,145,string-literal,convite,"it('cria o convite e devolve o link — e o banco só guarda o hash', async () => {",,
apps/api/tests/convites.test.ts,145,string-literal,devolve,"it('cria o convite e devolve o link — e o banco só guarda o hash', async () => {",,
apps/api/tests/convites.test.ts,145,string-literal,guarda,"it('cria o convite e devolve o link — e o banco só guarda o hash', async () => {",,
apps/api/tests/convites.test.ts,147,string-literal,convites,"const resposta = await fetch(`${api.url}/v1/convites`, {",,
apps/api/tests/convites.test.ts,150,identifier,papel,"body: JSON.stringify({ email, papel: 'guest' }),",,
apps/api/tests/convites.test.ts,157,identifier,papel,papel: string;,,
apps/api/tests/convites.test.ts,170,sql-name,convite,"sql`select count(*)::text as n from convite where token_hash = ${token}`,",,
apps/api/tests/convites.test.ts,180,string-literal,antes,"it('papel que não existe no tenant é recusado antes de gravar', async () => {",,
apps/api/tests/convites.test.ts,180,string-literal,existe,"it('papel que não existe no tenant é recusado antes de gravar', async () => {",,
apps/api/tests/convites.test.ts,180,string-literal,nao,"it('papel que não existe no tenant é recusado antes de gravar', async () => {",,
apps/api/tests/convites.test.ts,180,string-literal,papel,"it('papel que não existe no tenant é recusado antes de gravar', async () => {",,
apps/api/tests/convites.test.ts,180,string-literal,recusado,"it('papel que não existe no tenant é recusado antes de gravar', async () => {",,
apps/api/tests/convites.test.ts,181,string-literal,convites,"const resposta = await fetch(`${api.url}/v1/convites`, {",,
