file,line,kind,token,snippet,category,exception_ref
apps/api/src/app.modulo.ts,28,identifier,integracoes,import { ControladorGestaoIntegracoes } from './controladores/gestao-integracoes.js';,,
apps/api/src/app.modulo.ts,29,identifier,controlador,import { ControladorGestaoOperacao } from './controladores/gestao-operacao.js';,,
apps/api/src/app.modulo.ts,29,identifier,gestao,import { ControladorGestaoOperacao } from './controladores/gestao-operacao.js';,,
apps/api/src/app.modulo.ts,29,identifier,operacao,import { ControladorGestaoOperacao } from './controladores/gestao-operacao.js';,,
apps/api/src/app.modulo.ts,30,identifier,conta,import { ControladorMinhaConta } from './controladores/minha-conta.js';,,
apps/api/src/app.modulo.ts,30,identifier,controlador,import { ControladorMinhaConta } from './controladores/minha-conta.js';,,
apps/api/src/app.modulo.ts,31,identifier,contatos,import { ControladorImportacoesDeContatos } from './controladores/importacoes.js';,,
apps/api/src/app.modulo.ts,31,identifier,controlador,import { ControladorImportacoesDeContatos } from './controladores/importacoes.js';,,
apps/api/src/app.modulo.ts,31,identifier,importacoes,import { ControladorImportacoesDeContatos } from './controladores/importacoes.js';,,
apps/api/src/app.modulo.ts,32,identifier,contas,import { ControladorContas } from './controladores/contas.js';,,
apps/api/src/app.modulo.ts,32,identifier,controlador,import { ControladorContas } from './controladores/contas.js';,,
apps/api/src/app.modulo.ts,33,identifier,controlador,import { ControladorMensagensAtivas } from './controladores/mensagens-ativas.js';,,
apps/api/src/app.modulo.ts,33,identifier,mensagens,import { ControladorMensagensAtivas } from './controladores/mensagens-ativas.js';,,
apps/api/src/app.modulo.ts,34,identifier,controlador,import { ControladorLinksRastreados } from './controladores/rastreador-de-cliques.js';,,
apps/api/src/app.modulo.ts,35,identifier,controlador,import { ControladorRedirecionamento } from './controladores/redirecionamento.js';,,
apps/api/src/app.modulo.ts,35,identifier,redirecionamento,import { ControladorRedirecionamento } from './controladores/redirecionamento.js';,,
apps/api/src/app.modulo.ts,36,identifier,controlador,import { ControladorOperacao } from './controladores/operacao.js';,,
apps/api/src/app.modulo.ts,36,identifier,operacao,import { ControladorOperacao } from './controladores/operacao.js';,,
apps/api/src/app.modulo.ts,37,identifier,controlador,"import { ControladorConexaoSso, ControladorEntradaSso } from './controladores/sso.js';",,
apps/api/src/app.modulo.ts,37,identifier,entrada,"import { ControladorConexaoSso, ControladorEntradaSso } from './controladores/sso.js';",,
apps/api/src/app.modulo.ts,38,identifier,controlador,import { ControladorWebhookWhatsApp } from './controladores/webhooks-whatsapp.js';,,
apps/api/src/app.modulo.ts,39,identifier,controlador,import { ControladorWebhookInstagram } from './controladores/webhooks-instagram.js';,,
apps/api/src/app.modulo.ts,40,identifier,canais,import { ControladorCanaisInstagram } from './controladores/canais-instagram.js';,,
apps/api/src/app.modulo.ts,40,identifier,controlador,import { ControladorCanaisInstagram } from './controladores/canais-instagram.js';,,
apps/api/src/app.modulo.ts,41,identifier,canais,import { ControladorCanaisMessenger } from './controladores/canais-messenger.js';,,
apps/api/src/app.modulo.ts,41,identifier,controlador,import { ControladorCanaisMessenger } from './controladores/canais-messenger.js';,,
apps/api/src/app.modulo.ts,42,identifier,controlador,import { ControladorWebhookMessenger } from './controladores/webhooks-messenger.js';,,
apps/api/src/app.modulo.ts,44,comment,,/**,,
apps/api/src/autenticacao.ts,1,path,autenticacao,apps/api/src/autenticacao.ts,,
apps/api/src/autenticacao.ts,7,identifier,banco,import { bancoDono } from './banco.js';,,
apps/api/src/autenticacao.ts,8,identifier,erro,import { ErroPipe } from './erros.js';,,
apps/api/src/autenticacao.ts,9,identifier,chave,"import { CHAVE_QUALQUER_CREDENCIAL, CHAVE_SESSAO, temBearer } from './sessao.js';",,
apps/api/src/autenticacao.ts,9,identifier,sessao,"import { CHAVE_QUALQUER_CREDENCIAL, CHAVE_SESSAO, temBearer } from './sessao.js';",,
apps/api/src/autenticacao.ts,10,identifier,requisicao,import type { RequisicaoComSessao } from './sessao.js';,,
apps/api/src/autenticacao.ts,10,identifier,sessao,import type { RequisicaoComSessao } from './sessao.js';,,
apps/api/src/autenticacao.ts,12,comment,,/**,,
apps/api/src/autenticacao.ts,23,identifier,escopos,export const CATALOGO_ESCOPOS = [,,
apps/api/src/autenticacao.ts,24,literal-value,conversas,"'conversas:ler',",,
apps/api/src/autenticacao.ts,25,literal-value,conversas,"'conversas:escrever',",,
apps/api/src/autenticacao.ts,26,literal-value,mensagens,"'mensagens:ler',",,
apps/api/src/autenticacao.ts,27,literal-value,mensagens,"'mensagens:escrever',",,
apps/api/src/autenticacao.ts,28,literal-value,contatos,"'contatos:ler',",,
apps/api/src/autenticacao.ts,29,literal-value,contatos,"'contatos:escrever',",,
apps/api/src/autenticacao.ts,30,literal-value,filas,"'filas:ler',",,
apps/api/src/autenticacao.ts,31,literal-value,atendentes,"'atendentes:ler',",,
apps/api/src/autenticacao.ts,35,identifier,escopo,export type Escopo = (typeof CATALOGO_ESCOPOS)[number];,,
apps/api/src/autenticacao.ts,37,identifier,chave,export interface ContextoDaChave {,,
apps/api/src/autenticacao.ts,37,identifier,contexto,export interface ContextoDaChave {,,
apps/api/src/autenticacao.ts,39,identifier,chave,chaveId: string;,,
apps/api/src/autenticacao.ts,40,identifier,escopos,escopos: string[];,,
apps/api/src/autenticacao.ts,41,comment,,/**,,
apps/api/src/autenticacao.ts,46,identifier,fluxo,fluxoId: string | null;,,
apps/api/src/autenticacao.ts,49,comment,,/** A requisição autenticada carrega o contexto; o controlador nunca lê header. */,,
apps/api/src/autenticacao.ts,50,identifier,contexto,export type RequisicaoAutenticada = Request & { contexto?: ContextoDaChave };,,
apps/api/src/autenticacao.ts,50,identifier,requisicao,export type RequisicaoAutenticada = Request & { contexto?: ContextoDaChave };,,
apps/api/src/autenticacao.ts,52,identifier,chave,export const CHAVE_ESCOPOS = 'pipe:escopos';,,
apps/api/src/autenticacao.ts,52,identifier,escopos,export const CHAVE_ESCOPOS = 'pipe:escopos';,,
apps/api/src/autenticacao.ts,54,comment,,"/** Marca o escopo exigido por rota. Sem a marca, a rota é pública (webhook). */",,
apps/api/src/autenticacao.ts,55,identifier,escopos,"export const Escopos = (...escopos: Escopo[]) => SetMetadata(CHAVE_ESCOPOS, escopos);",,
apps/api/src/autenticacao.ts,57,comment,,/**,,
apps/api/src/autenticacao.ts,65,identifier,chave,export const ChaveOuSessao = (...escopos: Escopo[]) =>,,
apps/api/src/autenticacao.ts,65,identifier,escopos,export const ChaveOuSessao = (...escopos: Escopo[]) =>,,
apps/api/src/autenticacao.ts,65,identifier,sessao,export const ChaveOuSessao = (...escopos: Escopo[]) =>,,
apps/api/src/autenticacao.ts,72,comment,,/**,,
apps/api/src/autenticacao.ts,81,identifier,usuario,usuarioId: string | null;,,
apps/api/src/autenticacao.ts,82,comment,,/** `true` quando veio de navegador. É o que liga as regras de atendente. */,,
apps/api/src/autenticacao.ts,83,identifier,sessao,viaSessao: boolean;,,
apps/api/src/autenticacao.ts,86,identifier,requisicao,export function atorDe(requisicao: RequisicaoAutenticada & RequisicaoComSessao): Ator {,,
apps/api/src/autenticacao.ts,88,identifier,sessao,"return { tenantId: requisicao.contexto.tenantId, usuarioId: null, viaSessao: false };",,
apps/api/src/autenticacao.ts,88,identifier,usuario,"return { tenantId: requisicao.contexto.tenantId, usuarioId: null, viaSessao: false };",,
apps/api/src/autenticacao.ts,93,identifier,usuario,"usuarioId: requisicao.sessao.usuarioId,",,
apps/api/src/autenticacao.ts,94,identifier,sessao,"viaSessao: true,",,
apps/api/src/autenticacao.ts,100,identifier,contexto,export function contextoDe(requisicao: RequisicaoAutenticada): ContextoDaChave {,,
apps/api/src/autenticacao.ts,100,identifier,requisicao,export function contextoDe(requisicao: RequisicaoAutenticada): ContextoDaChave {,,
apps/api/src/autenticacao.ts,105,identifier,chave,type LinhaChave = {,,
apps/api/src/autenticacao.ts,108,identifier,fluxo,fluxo_id: string | null;,,
apps/api/src/autenticacao.ts,110,identifier,escopos,escopos: string[] | null;,,
apps/api/src/autenticacao.ts,115,comment,,/**,,
apps/api/src/autenticacao.ts,123,identifier,fluxo,export function fluxoDaRota(requisicao: Request): string | null {,,
apps/api/src/autenticacao.ts,123,identifier,requisicao,export function fluxoDaRota(requisicao: Request): string | null {,,
apps/api/src/autenticacao.ts,131,comment,,/**,,
apps/api/src/autenticacao.ts,148,identifier,chave,export function conferirFluxoDaChave(,,
apps/api/src/autenticacao.ts,148,identifier,fluxo,export function conferirFluxoDaChave(,,
apps/api/src/autenticacao.ts,149,identifier,chave,"chave: Pick<ContextoDaChave, 'fluxoId'>,",,
apps/api/src/autenticacao.ts,150,identifier,fluxo,"fluxoNaRota: string | null,",,
apps/api/src/autenticacao.ts,158,identifier,fluxo,"{ fluxoId: chave.fluxoId },",,
apps/api/src/autenticacao.ts,166,identifier,fluxo,"{ fluxoId: chave.fluxoId },",,
apps/api/src/autenticacao.ts,171,identifier,chave,export class GuardaChaveApi implements CanActivate {,,
apps/api/src/autenticacao.ts,171,identifier,guarda,export class GuardaChaveApi implements CanActivate {,,
apps/api/src/autenticacao.ts,174,identifier,contexto,async canActivate(contexto: ExecutionContext): Promise<boolean> {,,
apps/api/src/autenticacao.ts,179,comment,,// Rota sem `@Escopos` é pública de propósito: o webhook da Meta se autentica,,
apps/api/src/autenticacao.ts,180,comment,,"// pela assinatura `X-Hub-Signature-256`, não por chave nossa.",,
apps/api/src/autenticacao.ts,183,identifier,requisicao,const requisicao = contexto.switchToHttp().getRequest<RequisicaoAutenticada>();,,
apps/api/src/autenticacao.ts,185,comment,,// Rota que aceita as duas credenciais e NÃO recebeu Bearer: quem confere é o,,
apps/api/src/autenticacao.ts,186,comment,,// guarda da sessão. Ver `CHAVE_QUALQUER_CREDENCIAL` em `sessao.ts`.,,
apps/api/src/autenticacao.ts,193,identifier,chave,const chave = await autenticar(requisicao.header('authorization'));,,
apps/api/src/autenticacao.ts,197,identifier,escopo,"(escopo) => chave.escopos.includes('*') || chave.escopos.includes(escopo),",,
apps/api/src/autenticacao.ts,201,identifier,escopo,"(escopo) => !chave.escopos.includes('*') && !chave.escopos.includes(escopo),",,
apps/api/src/autenticacao.ts,206,comment,,"// Depois do escopo: ""o que"" a chave pode fazer é conferido antes de ""onde"".",,
apps/api/src/autenticacao.ts,207,comment,,"// O guarda roda já dentro da rota casada, então `params` e `route.path` existem.",,
apps/api/src/autenticacao.ts,219,identifier,prefixo,"const [, prefixo, segredo] = partes;",,
apps/api/src/autenticacao.ts,219,identifier,segredo,"const [, prefixo, segredo] = partes;",,
apps/api/src/autenticacao.ts,221,sql-name,chave,const { rows } = await bancoDono().execute<LinhaChave>(sql`,,
apps/api/src/autenticacao.ts,221,sql-name,escopos,const { rows } = await bancoDono().execute<LinhaChave>(sql`,,
apps/api/src/autenticacao.ts,221,sql-name,fluxo,const { rows } = await bancoDono().execute<LinhaChave>(sql`,,
apps/api/src/autenticacao.ts,221,sql-name,prefixo,const { rows } = await bancoDono().execute<LinhaChave>(sql`,,
apps/api/src/autenticacao.ts,232,string-literal,chave,if (linha.revogada) throw ErroPipe.naoAutorizado('Chave revogada.');,,
apps/api/src/autenticacao.ts,233,string-literal,chave,if (linha.expirada) throw ErroPipe.naoAutorizado('Chave expirada.');,,
apps/api/src/autenticacao.ts,237,sql-name,chave,.execute(sql`update chave_api set ultimo_uso_em = now() where id = ${linha.id}`),,
apps/api/src/autenticacao.ts,242,identifier,chave,"chaveId: linha.id,",,
apps/api/src/autenticacao.ts,243,identifier,escopos,"escopos: linha.escopos ?? [],",,
apps/api/src/autenticacao.ts,244,identifier,fluxo,"fluxoId: linha.fluxo_id,",,
apps/api/src/autenticacao.ts,248,identifier,segredo,export function hashDoSegredo(segredo: string): string {,,
apps/api/src/autenticacao.ts,253,identifier,tempo,"function igualEmTempoConstante(a: string, b: string): boolean {",,
apps/api/src/banco.ts,1,path,banco,apps/api/src/banco.ts,,
apps/api/src/banco.ts,2,identifier,banco,"import { criarBanco, comTenant, chaveiroDoAmbiente, decifrarConfig } from '@pipe/db';",,
apps/api/src/banco.ts,2,identifier,chaveiro,"import { criarBanco, comTenant, chaveiroDoAmbiente, decifrarConfig } from '@pipe/db';",,
apps/api/src/banco.ts,2,identifier,criar,"import { criarBanco, comTenant, chaveiroDoAmbiente, decifrarConfig } from '@pipe/db';",,
apps/api/src/banco.ts,3,identifier,banco,"import type { BancoPipe, Chaveiro, TransacaoPipe } from '@pipe/db';",,
apps/api/src/banco.ts,3,identifier,chaveiro,"import type { BancoPipe, Chaveiro, TransacaoPipe } from '@pipe/db';",,
apps/api/src/banco.ts,3,identifier,transacao,"import type { BancoPipe, Chaveiro, TransacaoPipe } from '@pipe/db';",,
apps/api/src/banco.ts,5,comment,,/**,,
apps/api/src/banco.ts,26,identifier,banco,export function bancoApp(): BancoPipe {,,
apps/api/src/banco.ts,27,identifier,conexoes,"app ??= criarBanco({ url: URL_APP, maxConexoes: 10 });",,
apps/api/src/banco.ts,31,identifier,banco,export function bancoDono(): BancoPipe {,,
apps/api/src/banco.ts,32,identifier,conexoes,"dono ??= criarBanco({ url: URL_DONO, maxConexoes: 2 });",,
apps/api/src/banco.ts,36,comment,,/**,,
apps/api/src/banco.ts,46,identifier,canal,export interface CanalResolvido {,,
apps/api/src/banco.ts,54,identifier,canal,"const cacheDeCanal = new Map<string, CanalResolvido>();",,
apps/api/src/banco.ts,56,comment,,/**,,
apps/api/src/banco.ts,61,identifier,chaveiro,let chaveiroGuardado: Chaveiro | null = null;,,
apps/api/src/banco.ts,63,identifier,chaveiro,export function chaveiro(): Chaveiro {,,
apps/api/src/banco.ts,68,comment,,/**,,
apps/api/src/banco.ts,72,identifier,canal,export async function resolverCanal(canalId: string): Promise<CanalResolvido | null> {,,
apps/api/src/banco.ts,82,sql-name,canal,"}>(sql`select id, tenant_id, tipo, ativo, config from canal where id = ${canalId} limit 1`);",,
apps/api/src/banco.ts,86,identifier,canal,const canal: CanalResolvido = {,,
apps/api/src/banco.ts,112,identifier,canal,export async function resolverCanalPorIdentificador(,,
apps/api/src/banco.ts,112,identifier,por,export async function resolverCanalPorIdentificador(,,
apps/api/src/banco.ts,124,sql-name,canal,}>(sql`,,
apps/api/src/banco.ts,145,identifier,canal,export function esquecerCanal(canalId?: string): void {,,
apps/api/src/controladores/anexos.ts,1,path,anexos,apps/api/src/controladores/anexos.ts,,
apps/api/src/controladores/anexos.ts,1,path,controladores,apps/api/src/controladores/anexos.ts,,
apps/api/src/controladores/anexos.ts,4,identifier,mensagem,import { MAX_ARQUIVOS_POR_MENSAGEM } from '@pipe/armazenamento';,,
apps/api/src/controladores/anexos.ts,4,identifier,por,import { MAX_ARQUIVOS_POR_MENSAGEM } from '@pipe/armazenamento';,,
apps/api/src/controladores/anexos.ts,5,identifier,chave,"import { ChaveOuSessao, atorDe } from '../autenticacao.js';",,
apps/api/src/controladores/anexos.ts,5,identifier,sessao,"import { ChaveOuSessao, atorDe } from '../autenticacao.js';",,
apps/api/src/controladores/anexos.ts,6,identifier,requisicao,import type { RequisicaoAutenticada } from '../autenticacao.js';,,
apps/api/src/controladores/anexos.ts,7,identifier,banco,import { bancoDono } from '../banco.js';,,
apps/api/src/controladores/anexos.ts,8,identifier,anexo,"import { guardarAnexo, lerAnexoAssinado } from '../dominio/anexo.js';",,
apps/api/src/controladores/anexos.ts,9,identifier,erro,import { ErroPipe } from '../erros.js';,,
apps/api/src/controladores/anexos.ts,10,identifier,requisicao,import type { RequisicaoComSessao } from '../sessao.js';,,
apps/api/src/controladores/anexos.ts,10,identifier,sessao,import type { RequisicaoComSessao } from '../sessao.js';,,
apps/api/src/controladores/anexos.ts,12,comment,,/**,,
apps/api/src/controladores/anexos.ts,24,string-literal,anexos,@Controller('v1/anexos'),,
apps/api/src/controladores/anexos.ts,25,identifier,anexos,export class ControladorAnexos {,,
apps/api/src/controladores/anexos.ts,25,identifier,controlador,export class ControladorAnexos {,,
apps/api/src/controladores/anexos.ts,29,identifier,subir,async subir(,,
apps/api/src/controladores/anexos.ts,30,identifier,requisicao,"@Req() requisicao: RequisicaoAutenticada & RequisicaoComSessao,",,
apps/api/src/controladores/anexos.ts,36,string-literal,arquivo,"throw ErroPipe.requisicao('arquivo_vazio', 'Mande o arquivo no corpo da requisição.');",,
apps/api/src/controladores/anexos.ts,36,string-literal,vazio,"throw ErroPipe.requisicao('arquivo_vazio', 'Mande o arquivo no corpo da requisição.');",,
apps/api/src/controladores/anexos.ts,39,comment,,"// O `Content-Type` é só o DECLARADO. Quem decide o tipo são os bytes, dentro de",,
apps/api/src/controladores/anexos.ts,43,identifier,anexo,const anexo = await guardarAnexo({,,
apps/api/src/controladores/anexos.ts,47,identifier,dados,"dados: new Uint8Array(corpo),",,
apps/api/src/controladores/anexos.ts,56,identifier,mensagem,"max_por_mensagem: MAX_ARQUIVOS_POR_MENSAGEM,",,
apps/api/src/controladores/anexos.ts,56,identifier,por,"max_por_mensagem: MAX_ARQUIVOS_POR_MENSAGEM,",,
apps/api/src/controladores/anexos.ts,67,identifier,anexo,const anexo = await lerAnexoAssinado(,,
apps/api/src/controladores/anexos.ts,71,comment,,"// O tenant do anexo é resolvido pelo papel dono, porque a leitura acontece",,
apps/api/src/controladores/anexos.ts,72,comment,,"// ANTES de haver tenant em vigor — é a mesma lacuna do canal do webhook, e",,
apps/api/src/controladores/anexos.ts,73,comment,,"// devolve só o `tenant_id`, nada mais.",,
apps/api/src/controladores/anexos.ts,74,identifier,anexo,async (anexoId) => {,,
apps/api/src/controladores/anexos.ts,77,sql-name,anexo,"sql`select tenant_id from anexo where id = ${anexoId}::uuid limit 1`,",,
apps/api/src/controladores/anexos.ts,85,identifier,disposicao,const disposicao = anexo.comoAnexo ? 'attachment' : 'inline';,,
apps/api/src/controladores/canais-instagram.ts,1,path,canais,apps/api/src/controladores/canais-instagram.ts,,
apps/api/src/controladores/canais-instagram.ts,1,path,controladores,apps/api/src/controladores/canais-instagram.ts,,
apps/api/src/controladores/canais-instagram.ts,3,identifier,canais,"import { conectarInstagramManual, desconectarInstagram, listarCanaisInstagram } from '../dominio/instagram/canal.js';",,
apps/api/src/controladores/canais-instagram.ts,4,identifier,canal,"import type { CanalInstagramVisivel, ConexaoInstagram } from '../dominio/instagram/canal.js';",,
apps/api/src/controladores/canais-instagram.ts,5,identifier,permissao,"import { ComSessao, exigirPermissao, sessaoDe } from '../sessao.js';",,
