file,line,raw,normalized,match
apps/api/tests/builder-por-fluxo.test.ts,545,POST /v1/gestao/fluxos/:id/builder/versoes/:versao/restaurar,/v1/gestao/fluxos/:*/builder/versoes/:*/restaurar,/v1/gestao/fluxos/:*/builder/versoes/:*/restaurar
apps/api/tests/cadastros-atendimento.test.ts,1009,PATCH e DELETE /v1/gestao/regras/horarios/excecoes/:id,/v1/gestao/regras/horarios/excecoes/:*,/v1/gestao/regras/horarios/excecoes/:*
apps/api/tests/cadastros-atendimento.test.ts,1015,/v1/gestao/regras/horarios/excecoes/${id},/v1/gestao/regras/horarios/excecoes/:*,/v1/gestao/regras/horarios/excecoes/:*
apps/api/tests/cadastros-atendimento.test.ts,1029,/v1/gestao/regras/horarios/excecoes/${fechada},/v1/gestao/regras/horarios/excecoes/:*,/v1/gestao/regras/horarios/excecoes/:*
apps/api/tests/cadastros-atendimento.test.ts,1039,/v1/gestao/regras/horarios/excecoes/${aberta},/v1/gestao/regras/horarios/excecoes/:*,/v1/gestao/regras/horarios/excecoes/:*
apps/api/tests/cadastros-atendimento.test.ts,1053,/v1/gestao/regras/horarios/excecoes/${id},/v1/gestao/regras/horarios/excecoes/:*,/v1/gestao/regras/horarios/excecoes/:*
apps/api/tests/cadastros-atendimento.test.ts,1065,/v1/gestao/regras/horarios/excecoes/${id},/v1/gestao/regras/horarios/excecoes/:*,/v1/gestao/regras/horarios/excecoes/:*
apps/api/tests/cadastros-atendimento.test.ts,1072,/v1/gestao/regras/horarios/excecoes/${id},/v1/gestao/regras/horarios/excecoes/:*,/v1/gestao/regras/horarios/excecoes/:*
apps/api/tests/cadastros-atendimento.test.ts,1080,/v1/gestao/regras/horarios/excecoes/nao-e-uuid,/v1/gestao/regras/horarios/excecoes/nao-e-uuid,/v1/gestao/regras/horarios/excecoes/:*
apps/api/tests/cadastros-atendimento.test.ts,1090,${api.url}/v1/gestao/regras/horarios/excecoes/${id},/v1/gestao/regras/horarios/excecoes/:*,/v1/gestao/regras/horarios/excecoes/:*
apps/api/tests/cadastros-atendimento.test.ts,1108,/v1/gestao/regras/prioridade,/v1/gestao/regras/prioridade,/v1/gestao/regras/prioridade/:*
apps/api/tests/cadastros-atendimento.test.ts,1115,GET/POST/PATCH/DELETE /v1/gestao/regras/prioridade,/v1/gestao/regras/prioridade,/v1/gestao/regras/prioridade/:*
apps/api/tests/cadastros-atendimento.test.ts,1122,/v1/gestao/regras/prioridade,/v1/gestao/regras/prioridade,/v1/gestao/regras/prioridade/:*
apps/api/tests/cadastros-atendimento.test.ts,1156,/v1/gestao/regras/prioridade/${criada.id},/v1/gestao/regras/prioridade/:*,/v1/gestao/regras/prioridade/:*
apps/api/tests/cadastros-atendimento.test.ts,1169,/v1/gestao/regras/prioridade/${criada.id},/v1/gestao/regras/prioridade/:*,/v1/gestao/regras/prioridade/:*
apps/api/tests/cadastros-atendimento.test.ts,1178,/v1/gestao/regras/prioridade/${criada.id},/v1/gestao/regras/prioridade/:*,/v1/gestao/regras/prioridade/:*
apps/api/tests/cadastros-atendimento.test.ts,1184,/v1/gestao/regras/prioridade/nao-e-uuid,/v1/gestao/regras/prioridade/nao-e-uuid,/v1/gestao/regras/prioridade/:*
apps/api/tests/cadastros-atendimento.test.ts,1192,${api.url}/v1/gestao/regras/prioridade/${criada.id},/v1/gestao/regras/prioridade/:*,/v1/gestao/regras/prioridade/:*
apps/api/tests/cadastros-atendimento.test.ts,155,/v1/gestao/atendentes/filas,/v1/gestao/atendentes/filas,/v1/gestao/atendentes/filas/:*/atendentes/:*
apps/api/tests/cadastros-atendimento.test.ts,162,POST /v1/gestao/atendentes/filas,/v1/gestao/atendentes/filas,/v1/gestao/atendentes/filas/:*/atendentes/:*
apps/api/tests/cadastros-atendimento.test.ts,206,${api.url}/v1/gestao/atendentes/filas,/v1/gestao/atendentes/filas,/v1/gestao/atendentes/filas/:*/atendentes/:*
apps/api/tests/cadastros-atendimento.test.ts,215,PATCH /v1/gestao/atendentes/filas/:id — renomear e ativar/desativar,/v1/gestao/atendentes/filas/:*,/v1/gestao/atendentes/filas/:*/atendentes/:*
apps/api/tests/cadastros-atendimento.test.ts,220,/v1/gestao/atendentes/filas/${criada.id},/v1/gestao/atendentes/filas/:*,/v1/gestao/atendentes/filas/:*/atendentes/:*
apps/api/tests/cadastros-atendimento.test.ts,235,/v1/gestao/atendentes/filas/${criada.id},/v1/gestao/atendentes/filas/:*,/v1/gestao/atendentes/filas/:*/atendentes/:*
apps/api/tests/cadastros-atendimento.test.ts,245,/v1/gestao/atendentes/filas/${criada.id},/v1/gestao/atendentes/filas/:*,/v1/gestao/atendentes/filas/:*/atendentes/:*
apps/api/tests/cadastros-atendimento.test.ts,253,/v1/gestao/atendentes/filas/${criada.id},/v1/gestao/atendentes/filas/:*,/v1/gestao/atendentes/filas/:*/atendentes/:*
apps/api/tests/cadastros-atendimento.test.ts,260,/v1/gestao/atendentes/filas/${criada.id},/v1/gestao/atendentes/filas/:*,/v1/gestao/atendentes/filas/:*/atendentes/:*
apps/api/tests/cadastros-atendimento.test.ts,266,/v1/gestao/atendentes/filas/nao-e-uuid,/v1/gestao/atendentes/filas/nao-e-uuid,/v1/gestao/atendentes/filas/:*/atendentes/:*
apps/api/tests/cadastros-atendimento.test.ts,273,DELETE /v1/gestao/atendentes/filas/:id,/v1/gestao/atendentes/filas/:*,/v1/gestao/atendentes/filas/:*/atendentes/:*
apps/api/tests/cadastros-atendimento.test.ts,276,${api.url}/v1/gestao/atendentes/filas/${criada.id},/v1/gestao/atendentes/filas/:*,/v1/gestao/atendentes/filas/:*/atendentes/:*
apps/api/tests/cadastros-atendimento.test.ts,301,${api.url}/v1/gestao/atendentes/filas/${criada.id},/v1/gestao/atendentes/filas/:*,/v1/gestao/atendentes/filas/:*/atendentes/:*
apps/api/tests/cadastros-atendimento.test.ts,312,${api.url}/v1/gestao/atendentes/filas/${a.filaId},/v1/gestao/atendentes/filas/:*,/v1/gestao/atendentes/filas/:*/atendentes/:*
apps/api/tests/cadastros-atendimento.test.ts,329,${api.url}/v1/gestao/atendentes/filas/${criada.id},/v1/gestao/atendentes/filas/:*,/v1/gestao/atendentes/filas/:*/atendentes/:*
apps/api/tests/cadastros-atendimento.test.ts,341,${api.url}/v1/gestao/atendentes/filas/${criada.id},/v1/gestao/atendentes/filas/:*,/v1/gestao/atendentes/filas/:*/atendentes/:*
apps/api/tests/cadastros-atendimento.test.ts,347,${api.url}/v1/gestao/atendentes/filas/${criada.id},/v1/gestao/atendentes/filas/:*,/v1/gestao/atendentes/filas/:*/atendentes/:*
apps/api/tests/cadastros-atendimento.test.ts,360,/v1/gestao/atendentes/filas/${criada.id}/atendentes,/v1/gestao/atendentes/filas/:*/atendentes,/v1/gestao/atendentes/filas/:*/atendentes/:*
apps/api/tests/cadastros-atendimento.test.ts,374,/v1/gestao/atendentes/filas/${criada.id}/atendentes,/v1/gestao/atendentes/filas/:*/atendentes,/v1/gestao/atendentes/filas/:*/atendentes/:*
apps/api/tests/cadastros-atendimento.test.ts,390,/v1/gestao/atendentes/filas/${criada.id}/atendentes,/v1/gestao/atendentes/filas/:*/atendentes,/v1/gestao/atendentes/filas/:*/atendentes/:*
apps/api/tests/cadastros-atendimento.test.ts,398,/v1/gestao/atendentes/filas/${randomUUID()}/atendentes,/v1/gestao/atendentes/filas/:*/atendentes,/v1/gestao/atendentes/filas/:*/atendentes/:*
apps/api/tests/cadastros-atendimento.test.ts,408,${api.url}/v1/gestao/atendentes/filas/${a.filaId}/atendentes/${a.atendenteId},/v1/gestao/atendentes/filas/:*/atendentes/:*,/v1/gestao/atendentes/filas/:*/atendentes/:*
apps/api/tests/cadastros-atendimento.test.ts,414,${api.url}/v1/gestao/atendentes/filas/${a.filaId}/atendentes/${a.atendenteId},/v1/gestao/atendentes/filas/:*/atendentes/:*,/v1/gestao/atendentes/filas/:*/atendentes/:*
apps/api/tests/cadastros-atendimento.test.ts,432,/v1/gestao/comunicacao/respostas-prontas,/v1/gestao/comunicacao/respostas-prontas,/v1/gestao/comunicacao/respostas-prontas/:*
apps/api/tests/cadastros-atendimento.test.ts,440,POST /v1/gestao/comunicacao/respostas-prontas,/v1/gestao/comunicacao/respostas-prontas,/v1/gestao/comunicacao/respostas-prontas/:*
apps/api/tests/cadastros-atendimento.test.ts,472,PATCH e DELETE /v1/gestao/comunicacao/respostas-prontas/:id,/v1/gestao/comunicacao/respostas-prontas/:*,/v1/gestao/comunicacao/respostas-prontas/:*
apps/api/tests/cadastros-atendimento.test.ts,477,/v1/gestao/comunicacao/respostas-prontas/${criada.id},/v1/gestao/comunicacao/respostas-prontas/:*,/v1/gestao/comunicacao/respostas-prontas/:*
apps/api/tests/cadastros-atendimento.test.ts,489,${api.url}/v1/gestao/comunicacao/respostas-prontas/${criada.id},/v1/gestao/comunicacao/respostas-prontas/:*,/v1/gestao/comunicacao/respostas-prontas/:*
apps/api/tests/cadastros-atendimento.test.ts,494,${api.url}/v1/gestao/comunicacao/respostas-prontas/nao-e-uuid,/v1/gestao/comunicacao/respostas-prontas/nao-e-uuid,/v1/gestao/comunicacao/respostas-prontas/:*
apps/api/tests/cadastros-atendimento.test.ts,500,${api.url}/v1/gestao/comunicacao/respostas-prontas/${criada.id},/v1/gestao/comunicacao/respostas-prontas/:*,/v1/gestao/comunicacao/respostas-prontas/:*
apps/api/tests/cadastros-atendimento.test.ts,518,/v1/gestao/atendentes/pausas,/v1/gestao/atendentes/pausas,/v1/gestao/atendentes/pausas/:*
apps/api/tests/cadastros-atendimento.test.ts,524,POST /v1/gestao/atendentes/pausas,/v1/gestao/atendentes/pausas,/v1/gestao/atendentes/pausas/:*
apps/api/tests/cadastros-atendimento.test.ts,554,PATCH e DELETE /v1/gestao/atendentes/pausas/:id,/v1/gestao/atendentes/pausas/:*,/v1/gestao/atendentes/pausas/:*
apps/api/tests/cadastros-atendimento.test.ts,557,/v1/gestao/atendentes/pausas/${criada.id},/v1/gestao/atendentes/pausas/:*,/v1/gestao/atendentes/pausas/:*
apps/api/tests/cadastros-atendimento.test.ts,567,${api.url}/v1/gestao/atendentes/pausas/${criada.id},/v1/gestao/atendentes/pausas/:*,/v1/gestao/atendentes/pausas/:*
apps/api/tests/cadastros-atendimento.test.ts,573,${api.url}/v1/gestao/atendentes/pausas/${criada.id},/v1/gestao/atendentes/pausas/:*,/v1/gestao/atendentes/pausas/:*
apps/api/tests/cadastros-atendimento.test.ts,600,PATCH /v1/gestao/regras/atendimento/:id,/v1/gestao/regras/atendimento/:*,/v1/gestao/regras/atendimento/:*
apps/api/tests/cadastros-atendimento.test.ts,606,/v1/gestao/regras/atendimento/${id},/v1/gestao/regras/atendimento/:*,/v1/gestao/regras/atendimento/:*
apps/api/tests/cadastros-atendimento.test.ts,622,/v1/gestao/regras/atendimento/${id},/v1/gestao/regras/atendimento/:*,/v1/gestao/regras/atendimento/:*
apps/api/tests/cadastros-atendimento.test.ts,633,/v1/gestao/regras/atendimento/${id},/v1/gestao/regras/atendimento/:*,/v1/gestao/regras/atendimento/:*
apps/api/tests/cadastros-atendimento.test.ts,639,/v1/gestao/regras/atendimento/${id},/v1/gestao/regras/atendimento/:*,/v1/gestao/regras/atendimento/:*
apps/api/tests/cadastros-atendimento.test.ts,645,/v1/gestao/regras/atendimento/${id},/v1/gestao/regras/atendimento/:*,/v1/gestao/regras/atendimento/:*
apps/api/tests/cadastros-atendimento.test.ts,655,/v1/gestao/regras/atendimento/${outraId},/v1/gestao/regras/atendimento/:*,/v1/gestao/regras/atendimento/:*
apps/api/tests/cadastros-atendimento.test.ts,665,/v1/gestao/regras/atendimento/${id},/v1/gestao/regras/atendimento/:*,/v1/gestao/regras/atendimento/:*
apps/api/tests/cadastros-atendimento.test.ts,673,/v1/gestao/regras/atendimento/${id},/v1/gestao/regras/atendimento/:*,/v1/gestao/regras/atendimento/:*
apps/api/tests/cadastros-atendimento.test.ts,679,/v1/gestao/regras/atendimento/nao-e-uuid,/v1/gestao/regras/atendimento/nao-e-uuid,/v1/gestao/regras/atendimento/:*
apps/api/tests/cadastros-atendimento.test.ts,686,DELETE /v1/gestao/regras/atendimento/:id,/v1/gestao/regras/atendimento/:*,/v1/gestao/regras/atendimento/:*
apps/api/tests/cadastros-atendimento.test.ts,689,${api.url}/v1/gestao/regras/atendimento/${id},/v1/gestao/regras/atendimento/:*,/v1/gestao/regras/atendimento/:*
apps/api/tests/cadastros-atendimento.test.ts,707,${api.url}/v1/gestao/regras/atendimento/${id},/v1/gestao/regras/atendimento/:*,/v1/gestao/regras/atendimento/:*
apps/api/tests/cadastros-atendimento.test.ts,713,${api.url}/v1/gestao/regras/atendimento/${id},/v1/gestao/regras/atendimento/:*,/v1/gestao/regras/atendimento/:*
apps/api/tests/cadastros-atendimento.test.ts,726,/v1/gestao/configuracoes/regras,/v1/gestao/configuracoes/regras,/v1/gestao/configuracoes/regras/:*
apps/api/tests/cadastros-atendimento.test.ts,734,POST /v1/gestao/configuracoes/regras,/v1/gestao/configuracoes/regras,/v1/gestao/configuracoes/regras/:*
apps/api/tests/cadastros-atendimento.test.ts,787,PATCH e DELETE /v1/gestao/configuracoes/regras/:id,/v1/gestao/configuracoes/regras/:*,/v1/gestao/configuracoes/regras/:*
apps/api/tests/cadastros-atendimento.test.ts,792,/v1/gestao/configuracoes/regras/${criada.id},/v1/gestao/configuracoes/regras/:*,/v1/gestao/configuracoes/regras/:*
apps/api/tests/cadastros-atendimento.test.ts,804,/v1/gestao/configuracoes/regras/${criada.id},/v1/gestao/configuracoes/regras/:*,/v1/gestao/configuracoes/regras/:*
apps/api/tests/cadastros-atendimento.test.ts,817,/v1/gestao/configuracoes/regras/${criada.id},/v1/gestao/configuracoes/regras/:*,/v1/gestao/configuracoes/regras/:*
apps/api/tests/cadastros-atendimento.test.ts,825,/v1/gestao/configuracoes/regras/${criada.id},/v1/gestao/configuracoes/regras/:*,/v1/gestao/configuracoes/regras/:*
apps/api/tests/cadastros-atendimento.test.ts,831,/v1/gestao/configuracoes/regras/nao-e-uuid,/v1/gestao/configuracoes/regras/nao-e-uuid,/v1/gestao/configuracoes/regras/:*
apps/api/tests/cadastros-atendimento.test.ts,840,${api.url}/v1/gestao/configuracoes/regras/${criada.id},/v1/gestao/configuracoes/regras/:*,/v1/gestao/configuracoes/regras/:*
apps/api/tests/cadastros-atendimento.test.ts,846,${api.url}/v1/gestao/configuracoes/regras/nao-e-uuid,/v1/gestao/configuracoes/regras/nao-e-uuid,/v1/gestao/configuracoes/regras/:*
apps/api/tests/cadastros-atendimento.test.ts,852,${api.url}/v1/gestao/configuracoes/regras/${criada.id},/v1/gestao/configuracoes/regras/:*,/v1/gestao/configuracoes/regras/:*
apps/api/tests/cadastros-atendimento.test.ts,879,${api.url}/v1/gestao/configuracoes/regras/${criada.id},/v1/gestao/configuracoes/regras/:*,/v1/gestao/configuracoes/regras/:*
apps/api/tests/cadastros-atendimento.test.ts,931,PATCH e DELETE /v1/gestao/regras/horarios/faixas/:id,/v1/gestao/regras/horarios/faixas/:*,/v1/gestao/regras/horarios/faixas/:*
apps/api/tests/cadastros-atendimento.test.ts,937,/v1/gestao/regras/horarios/faixas/${id},/v1/gestao/regras/horarios/faixas/:*,/v1/gestao/regras/horarios/faixas/:*
apps/api/tests/cadastros-atendimento.test.ts,951,/v1/gestao/regras/horarios/faixas/${id},/v1/gestao/regras/horarios/faixas/:*,/v1/gestao/regras/horarios/faixas/:*
apps/api/tests/cadastros-atendimento.test.ts,962,/v1/gestao/regras/horarios/faixas/${id},/v1/gestao/regras/horarios/faixas/:*,/v1/gestao/regras/horarios/faixas/:*
apps/api/tests/cadastros-atendimento.test.ts,973,/v1/gestao/regras/horarios/faixas/${id},/v1/gestao/regras/horarios/faixas/:*,/v1/gestao/regras/horarios/faixas/:*
apps/api/tests/cadastros-atendimento.test.ts,981,/v1/gestao/regras/horarios/faixas/${id},/v1/gestao/regras/horarios/faixas/:*,/v1/gestao/regras/horarios/faixas/:*
apps/api/tests/cadastros-atendimento.test.ts,987,/v1/gestao/regras/horarios/faixas/nao-e-uuid,/v1/gestao/regras/horarios/faixas/nao-e-uuid,/v1/gestao/regras/horarios/faixas/:*
apps/api/tests/cadastros-atendimento.test.ts,996,${api.url}/v1/gestao/regras/horarios/faixas/${id},/v1/gestao/regras/horarios/faixas/:*,/v1/gestao/regras/horarios/faixas/:*
apps/api/tests/canais.test.ts,138,"o callback do cadastro embutido (POST /v1/canais/whatsapp), contra o dublê",/v1/canais/whatsapp,/v1/canais/whatsapp/:*/modelos/:*
apps/api/tests/canais.test.ts,489,perfil do número (GET/PATCH /v1/canais/whatsapp/:id/perfil),/v1/canais/whatsapp/:*/perfil,/v1/canais/whatsapp/:*/perfil
apps/api/tests/canal-do-fluxo.test.ts,145,/v1/gestao/fluxos/${fluxoId}/canal,/v1/gestao/fluxos/:*/canal,/v1/gestao/fluxos/:*/canal
apps/api/tests/canal-do-fluxo.test.ts,147,/v1/gestao/fluxos/${fluxoId}/canal,/v1/gestao/fluxos/:*/canal,/v1/gestao/fluxos/:*/canal
apps/api/tests/canal-do-fluxo.test.ts,149,/v1/gestao/fluxos/${fluxoId}/canal,/v1/gestao/fluxos/:*/canal,/v1/gestao/fluxos/:*/canal
apps/api/tests/canal-do-fluxo.test.ts,187,PUT e GET /v1/gestao/fluxos/:id/canal,/v1/gestao/fluxos/:*/canal,/v1/gestao/fluxos/:*/canal
apps/api/tests/canal-do-fluxo.test.ts,216,/v1/gestao/fluxos/${fluxoId},/v1/gestao/fluxos/:*,/v1/gestao/fluxos/:*/canal
apps/api/tests/canal-do-fluxo.test.ts,286,/v1/gestao/fluxos/${fluxoId}/canal,/v1/gestao/fluxos/:*/canal,/v1/gestao/fluxos/:*/canal
apps/api/tests/canal-do-fluxo.test.ts,318,DELETE /v1/gestao/fluxos/:id/canal,/v1/gestao/fluxos/:*/canal,/v1/gestao/fluxos/:*/canal
apps/api/tests/canal-do-fluxo.test.ts,348,/v1/canais/whatsapp/manual,/v1/canais/whatsapp/manual,/v1/canais/whatsapp/:*/modelos/:*
apps/api/tests/canal-do-fluxo.test.ts,381,/v1/canais/whatsapp/manual,/v1/canais/whatsapp/manual,/v1/canais/whatsapp/:*/modelos/:*
apps/api/tests/canal-do-fluxo.test.ts,385,/v1/canais/whatsapp/manual,/v1/canais/whatsapp/manual,/v1/canais/whatsapp/:*/modelos/:*
apps/api/tests/canal-do-fluxo.test.ts,390,/v1/canais/whatsapp/manual,/v1/canais/whatsapp/manual,/v1/canais/whatsapp/:*/modelos/:*
apps/api/tests/canal-do-fluxo.test.ts,487,/v1/canais/whatsapp/manual,/v1/canais/whatsapp/manual,/v1/canais/whatsapp/:*/modelos/:*
apps/api/tests/canal-do-fluxo.test.ts,495,/v1/canais/whatsapp/manual,/v1/canais/whatsapp/manual,/v1/canais/whatsapp/:*/modelos/:*
apps/api/tests/canal-do-fluxo.test.ts,502,/v1/canais/whatsapp/manual,/v1/canais/whatsapp/manual,/v1/canais/whatsapp/:*/modelos/:*
apps/api/tests/canal-do-fluxo.test.ts,526,/v1/canais/whatsapp/manual,/v1/canais/whatsapp/manual,/v1/canais/whatsapp/:*/modelos/:*
apps/api/tests/chave-de-fluxo.test.ts,128,/v1/gestao/fluxos/${fluxoId}/chaves,/v1/gestao/fluxos/:*/chaves,/v1/gestao/fluxos/:*/chaves/:*
apps/api/tests/chave-de-fluxo.test.ts,182,/v1/gestao/fluxos/:id/,/v1/gestao/fluxos/:*,/v1/gestao/fluxos/:*/canal
apps/api/tests/chave-de-fluxo.test.ts,190,/v1/gestao/fluxos/:id/chaves,/v1/gestao/fluxos/:*/chaves,/v1/gestao/fluxos/:*/chaves/:*
